UniProt ID	Drug ID
P11473	DB11672
Q92731	DB04216
P04150	DB00717
P14867	DB00753
P28222	DB00998
P09211	DB11672
Q13002	DB03425
P42262	DB01664
P12931	DB03525
P43681	DB00915
P27487	DB07021
P08069	DB14751
P00749	DB04059
P11217	DB03354
P50406	DB06148
O75469	DB00977
P56817	DB07736
Q03181	DB09462
P13945	DB08808
Q16539	DB06518
P08183	DB14069
P49841	DB12129
P24941	DB03365
P08254	DB08507
P07900	DB06956
P68400	DB08360
P11309	DB08708
Q08499	DB07051
P09960	DB08466
P09874	DB14533
P07477	DB02288
P00736	DB14548
P06276	DB03814
P27338	DB03894
P21397	DB07641
P36544	DB01351
P28472	DB01595
P01857	DB08411
P07998	DB03765
O14757	DB07653
P43235	DB08594
P18507	DB09166
Q15788	DB08915
P20248	DB08182
Q15596	DB08402
P17612	DB07856
P61925	DB08113
P14867	DB00659
P47869	DB00659
P34903	DB00659
P48169	DB00659
P31644	DB00659
Q16445	DB00659
P18505	DB00659
P47870	DB00659
P28472	DB00659
O14764	DB00659
P78334	DB00659
Q8N1C3	DB00659
P18507	DB00659
Q99928	DB00659
O00591	DB00659
Q9UN88	DB00659
P35348	DB09203
P35368	DB09203
P25100	DB09203
P08913	DB11477
P18089	DB11477
P18825	DB11477
P35228	DB05252
P23219	DB00814
P21728	DB00850
P20309	DB00496
P00734	DB04771
P29475	DB04223
Q07869	DB03796
Q12809	DB00679
P11229	DB00420
Q05940	DB09363
P03372	DB00947
P69905	DB14489
P10275	DB01406
P08588	DB00866
Q14524	DB01346
P37231	DB02746
P00742	DB07278
P08912	DB01142
P35354	DB00788
P29474	DB03100
P00915	DB08155
P08913	DB00692
P08908	DB00714
P46098	DB01221
P00918	DB01325
P04818	DB09327
P00374	DB07140
P18825	DB01392
P35968	DB07326
P47869	DB01198
Q02127	DB08008
P21917	DB01238
P41595	DB01392
P08173	DB00835
P0DP23	DB04825
P41143	DB01192
P22303	DB01805
Q13936	DB09229
P23415	DB14533
P35367	DB00502
P28223	DB00656
P31644	DB01198
P48169	DB01483
P23975	DB00726
Q07343	DB04530
P35348	DB00575
P34903	DB00898
P28335	DB00696
P06401	DB02998
P08172	DB00505
P18089	DB00964
P35368	DB00679
P35462	DB01235
P18031	DB03661
P41145	DB00854
Q01959	DB01105
P34969	DB01267
P28221	DB01238
P08235	DB13951
P04278	DB11478
P07550	DB00871
P01375	DB05758
P25100	DB00800
P05023	DB14514
Q15822	DB01339
P11388	DB04576
P15121	DB07030
P31645	DB00661
P14416	DB00555
Q16445	DB01483
P00533	DB10772
P35372	DB00904
P11473	DB14635
Q92731	DB04468
P04150	DB00741
P14867	DB00794
P28222	DB01186
P09211	DB11831
P42262	DB02057
P12931	DB03591
P43681	DB00981
P27487	DB07067
P00749	DB04172
P11217	DB03383
P50406	DB06216
O75469	DB01026
P56817	DB07737
Q03181	DB13873
P13945	DB08893
Q16539	DB06882
P08183	DB14070
P49841	DB14507
P24941	DB03428
P08254	DB08643
P07900	DB06957
P68400	DB08362
P11309	DB08709
Q08499	DB07954
P09960	DB11781
P09874	DB14548
P07477	DB02354
P06276	DB03822
P27338	DB04147
P21397	DB07919
P36544	DB01352
P28472	DB06716
P01857	DB08412
P07998	DB03792
O14757	DB07654
P43235	DB15599
P18507	DB12458
P20248	DB08218
Q15596	DB08595
P17612	DB07857
P61925	DB08114
P14867	DB00753
P47869	DB00753
P34903	DB00753
P48169	DB00753
P31644	DB00753
Q16445	DB00753
P18505	DB00753
P47870	DB00753
P28472	DB00753
O14764	DB00753
P78334	DB00753
Q8N1C3	DB00753
P18507	DB00753
Q99928	DB00753
O00591	DB00753
Q9UN88	DB00753
P35348	DB09204
P35368	DB09204
P25100	DB09204
P08913	DB13025
P18089	DB13025
P18825	DB13025
P35228	DB05383
P23219	DB00821
P21728	DB00875
P20309	DB00502
P00734	DB04772
P29475	DB06096
Q07869	DB04224
Q12809	DB00908
P11229	DB00424
Q05940	DB12161
P03372	DB00957
P69905	DB14490
P10275	DB01420
P08588	DB00871
Q14524	DB01426
P37231	DB03600
P00742	DB07605
P08912	DB01151
P35354	DB00795
P29474	DB03144
P00915	DB08156
P08913	DB00696
P08908	DB00726
P46098	DB01224
P00918	DB01671
P00374	DB07141
P18825	DB01403
P35968	DB07333
P47869	DB01215
Q02127	DB08169
P21917	DB01267
P41595	DB01454
P08173	DB00934
P0DP23	DB04841
P41143	DB01221
P22303	DB02166
Q13936	DB09235
P23415	DB14548
P35367	DB00540
P28223	DB00679
P31644	DB01205
P48169	DB01496
P23975	DB00830
Q07343	DB05219
P35348	DB00590
P34903	DB01198
P28335	DB00714
P06401	DB04787
P08172	DB00508
P18089	DB01018
P35368	DB00692
P35462	DB01238
P18031	DB03670
P41145	DB00899
Q01959	DB01114
P34969	DB04946
P28221	DB01267
P04278	DB11619
P07550	DB00901
P01375	DB05767
P25100	DB00908
P05023	DB14515
Q15822	DB05740
P11388	DB04967
P15121	DB07063
P31645	DB00715
P14416	DB00568
Q16445	DB01496
P00533	DB11731
P35372	DB00913
Q92731	DB04573
P04150	DB00764
P14867	DB00801
P28222	DB01200
P09211	DB13014
P42262	DB02347
P12931	DB03628
P43681	DB01174
P27487	DB07072
P00749	DB05254
P11217	DB03392
P50406	DB09225
O75469	DB01039
P56817	DB07738
Q03181	DB13961
P13945	DB11124
Q16539	DB06940
P08183	DB14071
P49841	DB14508
P24941	DB03490
P07900	DB06958
P68400	DB08473
P11309	DB12010
Q08499	DB08299
P07477	DB02366
P06276	DB04250
P27338	DB04307
P21397	DB09244
P36544	DB01353
P28472	DB12458
P01857	DB08562
P07998	DB03900
O14757	DB07655
P18507	DB13872
P20248	DB08219
Q15596	DB08601
P17612	DB07858
P61925	DB08148
P14867	DB00794
P47869	DB00794
P34903	DB00794
P48169	DB00794
P31644	DB00794
Q16445	DB00794
P18505	DB00794
P47870	DB00794
P28472	DB00794
O14764	DB00794
P78334	DB00794
Q8N1C3	DB00794
P18507	DB00794
Q99928	DB00794
O00591	DB00794
Q9UN88	DB00794
P35348	DB09286
P35368	DB09286
P25100	DB09286
P35228	DB06879
P23219	DB00861
P21728	DB00988
P20309	DB00505
P00734	DB04786
P29475	DB08018
Q07869	DB04519
Q12809	DB01026
P11229	DB00434
P03372	DB00977
P69905	DB14491
P10275	DB01428
P08588	DB00938
Q14524	DB01429
P37231	DB03756
P00742	DB07629
P08912	DB01224
P35354	DB00812
P29474	DB03305
P00915	DB08157
P08913	DB00714
P08908	DB00734
P46098	DB01233
P00918	DB01748
P00374	DB07142
P18825	DB01577
P35968	DB07334
P47869	DB01346
Q02127	DB08172
P21917	DB01403
P41595	DB04829
P08173	DB01019
P0DP23	DB08039
P41143	DB01238
P22303	DB02226
Q13936	DB09237
P35367	DB00543
P28223	DB00696
P31644	DB01215
P48169	DB01544
P23975	DB00852
Q07343	DB05266
P35348	DB00610
P34903	DB01215
P28335	DB00726
P06401	DB05253
P08172	DB00517
P18089	DB01136
P35368	DB00696
P35462	DB01239
P18031	DB03714
P41145	DB00921
Q01959	DB01146
P34969	DB04948
P28221	DB01392
P04278	DB11674
P07550	DB00925
P01375	DB05869
P25100	DB00925
P05023	DB14517
Q15822	DB07720
P11388	DB04975
P15121	DB07093
P31645	DB00726
P14416	DB00589
Q16445	DB01544
P00533	DB11737
P35372	DB00921
Q92731	DB04574
P04150	DB00769
P14867	DB00829
P28222	DB01224
P09211	DB14635
P42262	DB02818
P12931	DB03712
P43681	DB01245
P27487	DB07081
P00749	DB06855
P11217	DB03479
P50406	DB14185
O75469	DB01045
P56817	DB07874
Q16539	DB06991
P08183	DB14072
P49841	DB14509
P24941	DB03496
P07900	DB06961
P68400	DB08660
P07477	DB02435
P06276	DB04892
P27338	DB04677
P21397	DB09245
P36544	DB01354
P01857	DB09130
P07998	DB04272
O14757	DB07959
P20248	DB08233
Q15596	DB08773
P17612	DB07859
P61925	DB08149
P14867	DB00801
P47869	DB00801
P34903	DB00801
P48169	DB00801
P31644	DB00801
Q16445	DB00801
P18505	DB00801
P47870	DB00801
P28472	DB00801
O14764	DB00801
P78334	DB00801
Q8N1C3	DB00801
P18507	DB00801
Q99928	DB00801
O00591	DB00801
Q9UN88	DB00801
P35348	DB13025
P35368	DB13025
P25100	DB13025
P35228	DB06916
P23219	DB00870
P21728	DB01038
P20309	DB00517
P00734	DB04898
P29475	DB08019
Q07869	DB04557
Q12809	DB01035
P11229	DB00458
P03372	DB01065
P69905	DB14501
P10275	DB01481
P08588	DB00960
Q14524	DB04855
P37231	DB04224
P00742	DB07630
P08912	DB01238
P35354	DB00814
P29474	DB03332
P00915	DB08846
P08913	DB00726
P08908	DB00866
P46098	DB01238
P00918	DB01784
P00374	DB07144
P18825	DB04846
P35968	DB07514
P47869	DB01351
Q02127	DB08249
P21917	DB04908
P41595	DB05461
P08173	DB01036
P0DP23	DB08231
P41143	DB01439
P22303	DB02343
Q13936	DB11633
P35367	DB00555
P28223	DB00714
P31644	DB01351
P48169	DB01558
P23975	DB00907
Q07343	DB06909
P35348	DB00622
P34903	DB01351
P28335	DB00734
P06401	DB06680
P08172	DB00572
P18089	DB01200
P35368	DB00706
P35462	DB01267
P18031	DB03982
P41145	DB01183
Q01959	DB01149
P34969	DB06148
P28221	DB04948
P04278	DB14487
P07550	DB00938
P01375	DB05879
P25100	DB00935
P05023	DB14518
Q15822	DB08960
P11388	DB04978
P15121	DB07139
P31645	DB00805
P14416	DB00623
Q16445	DB01558
P00533	DB11828
P35372	DB00956
Q92731	DB05052
P04150	DB00834
P14867	DB00837
P28222	DB01238
P42262	DB02966
P12931	DB03828
P43681	DB01273
P27487	DB07092
P00749	DB06856
P11217	DB03496
O75469	DB01068
P56817	DB07993
Q16539	DB07138
P24941	DB03583
P07900	DB06964
P68400	DB08846
P07477	DB02463
P06276	DB07681
P27338	DB04820
P21397	DB13876
P36544	DB01355
P07998	DB04464
O14757	DB08392
P20248	DB08241
Q15596	DB13952
P17612	DB07860
P61925	DB08150
P14867	DB00818
P47869	DB00818
P34903	DB00818
P48169	DB00818
P31644	DB00818
Q16445	DB00818
P18505	DB00818
P47870	DB00818
P28472	DB00818
O14764	DB00818
P78334	DB00818
Q8N1C3	DB00818
P18507	DB00818
Q99928	DB00818
O00591	DB00818
Q9UN88	DB00818
P35228	DB07002
P23219	DB00936
P21728	DB01063
P20309	DB00572
P00734	DB05714
P29475	DB09241
Q07869	DB04971
Q12809	DB01074
P11229	DB00462
P03372	DB01108
P69905	DB14533
P10275	DB01541
P08588	DB00983
Q14524	DB06217
P37231	DB04270
P00742	DB07800
P08912	DB01239
P35354	DB00821
P29474	DB03707
P00915	DB09460
P08913	DB00751
P08908	DB00904
P46098	DB04885
P00918	DB01942
P00374	DB08234
P18825	DB04855
P35968	DB07528
P47869	DB01352
Q02127	DB08880
P21917	DB04946
P41595	DB05492
P08173	DB01069
P0DP23	DB11093
P41143	DB01444
P22303	DB02404
Q13936	DB12278
P35367	DB00557
P28223	DB00715
P31644	DB01352
P48169	DB01595
P23975	DB00924
Q07343	DB08299
P35348	DB00656
P34903	DB01352
P28335	DB00777
P06401	DB06713
P08172	DB00622
P18089	DB01224
P35368	DB00723
P35462	DB01392
P18031	DB04001
P41145	DB01209
Q01959	DB01156
P34969	DB06216
P28221	DB06096
P04278	DB14533
P07550	DB00960
P01375	DB05968
P25100	DB01136
P11388	DB05022
P15121	DB07187
P31645	DB00852
P14416	DB00679
Q16445	DB01595
P00533	DB11963
P35372	DB01081
Q92731	DB05882
P04150	DB00838
P14867	DB00842
P28222	DB01359
P42262	DB02999
P12931	DB03902
P43681	DB01351
P27487	DB07135
P00749	DB06857
P11217	DB03657
O75469	DB01110
P56817	DB07994
Q16539	DB07307
P24941	DB03663
P07900	DB06969
P68400	DB12010
P07477	DB02464
P06276	DB07940
P27338	DB04821
P36544	DB01483
P07998	DB04514
O14757	DB08393
P20248	DB08248
Q15596	DB13953
P17612	DB07876
P61925	DB08162
P14867	DB00829
P47869	DB00829
P34903	DB00829
P48169	DB00829
P31644	DB00829
Q16445	DB00829
P18505	DB00829
P47870	DB00829
P28472	DB00829
O14764	DB00829
P78334	DB00829
Q8N1C3	DB00829
P18507	DB00829
Q99928	DB00829
O00591	DB00829
Q9UN88	DB00829
P35228	DB07003
P23219	DB00939
P21728	DB01186
P20309	DB00599
P00734	DB05777
Q07869	DB05187
Q12809	DB01100
P11229	DB00477
P03372	DB01183
P69905	DB14548
P10275	DB01564
P08588	DB01001
Q14524	DB11633
P37231	DB04689
P00742	DB07804
P08912	DB01403
P35354	DB00861
P29474	DB03910
P00915	DB09472
P08913	DB00797
P08908	DB00952
P46098	DB04917
P00918	DB01964
P00374	DB08406
P18825	DB04946
P35968	DB07537
P47869	DB01353
P21917	DB05271
P41595	DB05607
P08173	DB01085
P0DP23	DB11348
P41143	DB01452
P22303	DB02673
P35367	DB00568
P28223	DB00726
P31644	DB01353
P48169	DB05087
P23975	DB00934
P35348	DB00661
P34903	DB01353
P28335	DB00805
P06401	DB06730
P08172	DB00725
P18089	DB01238
P35368	DB00726
P35462	DB01403
P18031	DB04088
P41145	DB01221
Q01959	DB01161
P34969	DB06288
P28221	DB06153
P04278	DB14548
P07550	DB00983
P01375	DB05992
P25100	DB01142
P11388	DB05129
P15121	DB07450
P31645	DB00907
P14416	DB00696
Q16445	DB05087
P00533	DB12010
P35372	DB01183
Q92731	DB05966
P04150	DB00846
P14867	DB00849
P28222	DB01392
P42262	DB03240
P12931	DB04080
P43681	DB01352
P27487	DB07154
P00749	DB07076
P11217	DB03835
O75469	DB01115
P56817	DB08749
Q16539	DB07459
P24941	DB03737
P07900	DB07100
P07477	DB02526
P06276	DB08200
P27338	DB04832
P36544	DB01496
P07998	DB08596
O14757	DB08683
P20248	DB08285
Q15596	DB13954
P17612	DB07947
P61925	DB08231
P14867	DB00842
P47869	DB00842
P34903	DB00842
P48169	DB00842
P31644	DB00842
Q16445	DB00842
P18505	DB00842
P47870	DB00842
P28472	DB00842
O14764	DB00842
P78334	DB00842
Q8N1C3	DB00842
P18507	DB00842
Q99928	DB00842
O00591	DB00842
Q9UN88	DB00842
P35228	DB07007
P23219	DB00945
P21728	DB01200
P20309	DB00622
P00734	DB06404
Q07869	DB05416
Q12809	DB01110
P11229	DB00483
P03372	DB01185
P69905	DB14975
P10275	DB01608
P08588	DB01064
P37231	DB04971
P00742	DB07843
P08912	DB01409
P35354	DB00870
P29474	DB03918
P08913	DB00800
P08908	DB00960
P46098	DB05049
P00918	DB02069
P00374	DB08448
P18825	DB05461
P35968	DB08042
P47869	DB01354
P21917	DB06216
P41595	DB06016
P08173	DB01142
P0DP23	DB13800
P41143	DB01497
P22303	DB02825
P35367	DB00637
P28223	DB00734
P31644	DB01354
P23975	DB00937
P35348	DB00668
P34903	DB01354
P28335	DB00924
P06401	DB06789
P08172	DB00728
P18089	DB01267
P35368	DB00734
P35462	DB04946
P18031	DB04142
P41145	DB01238
Q01959	DB01175
P34969	DB08815
P28221	DB14185
P04278	DB14641
P07550	DB01001
P01375	DB06444
P25100	DB01162
P11388	DB05706
P15121	DB07498
P31645	DB00924
P14416	DB00714
P00533	DB12202
P35372	DB01192
Q92731	DB06202
P04150	DB00860
P14867	DB00897
P28222	DB04884
P42262	DB03319
P12931	DB04272
P43681	DB01353
P27487	DB07181
P00749	DB07122
P11217	DB04013
O75469	DB01127
P56817	DB12285
Q16539	DB07607
P24941	DB03801
P07900	DB07317
P07477	DB02665
P06276	DB08201
P27338	DB06654
P36544	DB03128
P07998	DB08661
O14757	DB08774
P20248	DB08309
Q15596	DB13955
P17612	DB07995
P61925	DB08568
P14867	DB00897
P47869	DB00897
P34903	DB00897
P48169	DB00897
P31644	DB00897
Q16445	DB00897
P18505	DB00897
P47870	DB00897
P28472	DB00897
O14764	DB00897
P78334	DB00897
Q8N1C3	DB00897
P18507	DB00897
Q99928	DB00897
O00591	DB00897
Q9UN88	DB00897
P35228	DB07008
P23219	DB00963
P21728	DB01224
P20309	DB00725
P00734	DB06695
Q07869	DB06510
Q12809	DB01136
P11229	DB00496
P03372	DB01196
P69905	DB15617
P10275	DB01708
P08588	DB01102
P37231	DB05187
P00742	DB07844
P08912	DB01591
P35354	DB00936
P29474	DB03963
P08913	DB00852
P08908	DB00988
P46098	DB05642
P00918	DB02087
P00374	DB08642
P18825	DB05492
P35968	DB08519
P47869	DB01355
P21917	DB06477
P41595	DB06148
P08173	DB01151
P0DP23	DB14481
P41143	DB01535
P22303	DB02845
P35367	DB00656
P28223	DB00751
P31644	DB01355
P23975	DB00988
P35348	DB00679
P34903	DB01355
P28335	DB00934
P06401	DB08867
P08172	DB00747
P18089	DB01363
P35368	DB00745
P35462	DB05271
P18031	DB04204
P41145	DB01439
Q01959	DB01238
P34969	DB09068
P07550	DB01064
P01375	DB06495
P25100	DB01186
P11388	DB05920
P15121	DB07999
P31645	DB00988
P14416	DB00715
P00533	DB12267
P35372	DB01209
Q92731	DB06249
P04150	DB00896
P14867	DB00898
P28222	DB06096
P42262	DB03759
P12931	DB04495
P43681	DB01354
P27487	DB07193
P00749	DB07129
P11217	DB04044
O75469	DB01138
Q16539	DB07811
P24941	DB04006
P07900	DB07319
P07477	DB02744
P06276	DB08658
P27338	DB07512
P36544	DB05137
O14757	DB08776
P20248	DB08355
Q15596	DB13956
P17612	DB07996
P61925	DB08569
P14867	DB01028
P47869	DB01028
P34903	DB01028
P48169	DB01028
P31644	DB01028
Q16445	DB01028
P18505	DB01028
P47870	DB01028
P28472	DB01028
O14764	DB01028
P78334	DB01028
Q8N1C3	DB01028
P18507	DB01028
Q99928	DB01028
O00591	DB01028
Q9UN88	DB01028
P35228	DB07011
P23219	DB00991
P21728	DB01235
P20309	DB00747
P00734	DB06838
Q07869	DB06521
Q12809	DB01142
P11229	DB00505
P03372	DB01357
P10275	DB02266
P08588	DB01136
P37231	DB05490
P00742	DB07847
P08912	DB05752
P35354	DB00939
P29474	DB03974
P08913	DB00865
P08908	DB01142
P46098	DB06204
P00918	DB02220
P18825	DB06148
P35968	DB08875
P47869	DB01483
P21917	DB08922
P41595	DB06153
P08173	DB01224
P41143	DB01548
P22303	DB03005
P35367	DB00715
P28223	DB00777
P31644	DB01483
P23975	DB01104
P35348	DB00692
P34903	DB01483
P28335	DB01079
P06401	DB08906
P08172	DB00767
P18089	DB01392
P35368	DB00777
P35462	DB05766
P18031	DB04285
P41145	DB01452
Q01959	DB01363
P34969	DB09225
P07550	DB01102
P01375	DB06674
P25100	DB01200
P11388	DB06013
P15121	DB08000
P31645	DB01104
P14416	DB00726
P00533	DB13164
P35372	DB01221
Q92731	DB06401
P04150	DB00959
P14867	DB00962
P28222	DB06153
P42262	DB04000
P12931	DB04739
P43681	DB01355
P27487	DB07239
P00749	DB07625
P11217	DB04055
O75469	DB01174
Q16539	DB07829
P24941	DB04101
P07900	DB07324
P07477	DB02812
P06276	DB11397
P27338	DB07513
P36544	DB05708
O14757	DB08777
P20248	DB08463
P17612	DB07997
P61925	DB08756
P14867	DB01043
P47869	DB01043
P34903	DB01043
P48169	DB01043
P31644	DB01043
Q16445	DB01043
P18505	DB01043
P47870	DB01043
P28472	DB01043
O14764	DB01043
P78334	DB01043
Q8N1C3	DB01043
P18507	DB01043
Q99928	DB01043
O00591	DB01043
Q9UN88	DB01043
P35228	DB07029
P23219	DB01009
P21728	DB01238
P20309	DB00767
P00734	DB06841
Q07869	DB06533
Q12809	DB01149
P11229	DB00508
P03372	DB01406
P10275	DB02901
P08588	DB01151
P37231	DB05854
P00742	DB07848
P08912	DB06702
P35354	DB00945
P29474	DB04018
P08913	DB00925
P08908	DB01149
P46098	DB06422
P00918	DB02221
P18825	DB06153
P35968	DB08896
P47869	DB01496
P21917	DB09286
P41595	DB06216
P08173	DB01238
P41143	DB01565
P22303	DB03128
P35367	DB00719
P28223	DB00805
P31644	DB01496
P23975	DB01105
P35348	DB00696
P34903	DB01496
P28335	DB01142
P06401	DB09123
P08172	DB00777
P18089	DB01403
P35368	DB00800
P35462	DB06016
P18031	DB04525
P41145	DB01497
Q01959	DB01442
P34969	DB13988
P07550	DB01136
P01375	DB08904
P25100	DB01403
P11388	DB06042
P15121	DB08084
P31645	DB01105
P14416	DB00734
P00533	DB15035
P35372	DB01227
Q92731	DB06832
P04150	DB01013
P14867	DB01028
P28222	DB06216
P42262	DB04129
P12931	DB04751
P43681	DB01483
P27487	DB07271
P00749	DB07626
P11217	DB04083
O75469	DB01181
Q16539	DB07832
P24941	DB04186
P07900	DB07325
P07477	DB02875
P06276	DB14006
P27338	DB08082
P36544	DB05740
O14757	DB08778
P20248	DB08527
P17612	DB08070
P14867	DB01068
P47869	DB01068
P34903	DB01068
P48169	DB01068
P31644	DB01068
Q16445	DB01068
P18505	DB01068
P47870	DB01068
P28472	DB01068
O14764	DB01068
P78334	DB01068
Q8N1C3	DB01068
P18507	DB01068
Q99928	DB01068
O00591	DB01068
Q9UN88	DB01068
P35228	DB07306
P23219	DB01014
P21728	DB01239
P20309	DB00777
P00734	DB06845
Q07869	DB06536
Q12809	DB01162
P11229	DB00517
P03372	DB01428
P10275	DB02932
P08588	DB01182
P37231	DB06510
P00742	DB07872
P08912	DB08897
P35354	DB00963
P29474	DB04223
P08913	DB00935
P08908	DB01151
P46098	DB08839
P00918	DB02292
P18825	DB06216
P35968	DB08901
P47869	DB01544
P21917	DB12061
P41595	DB06229
P08173	DB01239
P41143	DB01571
P22303	DB03283
P35367	DB00726
P28223	DB00843
P31644	DB01544
P23975	DB01114
P35348	DB00699
P34903	DB01544
P28335	DB01149
P06401	DB09124
P08172	DB00785
P18089	DB01577
P35368	DB00908
P35462	DB06148
P18031	DB04800
P41145	DB01535
Q01959	DB01454
P34969	DB14185
P07550	DB01151
P01375	DB08910
P25100	DB04855
P11388	DB06263
P15121	DB08098
P31645	DB01114
P14416	DB00777
P35372	DB01238
Q92731	DB06875
P04150	DB01047
P14867	DB01107
P28222	DB08807
P42262	DB04152
P12931	DB05184
P43681	DB01496
P27487	DB07328
P00749	DB08072
P11217	DB04195
O75469	DB01220
Q16539	DB07833
P24941	DB04288
P07900	DB07495
P07477	DB02989
P27338	DB08176
P36544	DB07720
O14757	DB08779
P20248	DB08572
P17612	DB08073
P14867	DB01107
P47869	DB01107
P34903	DB01107
P48169	DB01107
P31644	DB01107
Q16445	DB01107
P18505	DB01107
P47870	DB01107
P28472	DB01107
O14764	DB01107
P78334	DB01107
Q8N1C3	DB01107
P18507	DB01107
Q99928	DB01107
O00591	DB01107
Q9UN88	DB01107
P35228	DB07318
P23219	DB01050
P21728	DB01267
P20309	DB00785
P00734	DB06850
Q07869	DB07215
Q12809	DB01182
P11229	DB00543
P03372	DB01431
P10275	DB02998
P08588	DB01193
P37231	DB06521
P00742	DB07875
P08912	DB09076
P35354	DB00991
P29474	DB04534
P08913	DB00964
P08908	DB01175
P46098	DB09061
P00918	DB02429
P18825	DB06229
P35968	DB09078
P47869	DB01558
P21917	DB14185
P41595	DB09286
P08173	DB01403
P41143	DB05050
P22303	DB03348
P35367	DB00734
P28223	DB00875
P31644	DB01558
P23975	DB01142
P35348	DB00706
P34903	DB01558
P28335	DB01151
P06401	DB09389
P08172	DB00804
P18089	DB04846
P35368	DB00925
P35462	DB06216
P18031	DB05506
P41145	DB01548
Q01959	DB01463
P07550	DB01182
P01375	DB09221
P25100	DB05469
P11388	DB06362
P15121	DB08449
P31645	DB01142
P14416	DB00805
P35372	DB01433
Q92731	DB06927
P04150	DB01130
P14867	DB01154
P28222	DB09068
P42262	DB04599
P12931	DB06137
P43681	DB05458
P27487	DB07356
P00749	DB08697
P11217	DB04295
O75469	DB01229
Q16539	DB07834
P24941	DB04407
P07900	DB07502
P07477	DB03016
P27338	DB08480
P36544	DB09028
O14757	DB08780
P20248	DB08694
P17612	DB08113
P14867	DB01159
P47869	DB01159
P34903	DB01159
P48169	DB01159
P31644	DB01159
Q16445	DB01159
P18505	DB01159
P47870	DB01159
P28472	DB01159
O14764	DB01159
P78334	DB01159
Q8N1C3	DB01159
P18507	DB01159
Q99928	DB01159
O00591	DB01159
Q9UN88	DB01159
P35228	DB07388
P23219	DB01283
P21728	DB01403
P20309	DB00809
P00734	DB06853
Q07869	DB07724
Q12809	DB01195
P11229	DB00572
P03372	DB01593
P10275	DB04709
P08588	DB01203
P37231	DB06533
P00742	DB07973
P08912	DB09167
P35354	DB01009
P29474	DB04559
P08913	DB00968
P08908	DB01186
P46098	DB09068
P00918	DB02479
P18825	DB06262
P35968	DB09079
P47869	DB01559
P08173	DB01409
P41143	DB06204
P22303	DB03359
P35367	DB00737
P28223	DB00924
P31644	DB01559
P23975	DB01149
P35348	DB00723
P34903	DB01559
P28335	DB01175
P06401	DB11064
P08172	DB00809
P18089	DB04855
P35368	DB00935
P35462	DB06288
P18031	DB06333
P41145	DB01565
Q01959	DB01472
P07550	DB01193
P01375	DB10770
P25100	DB05492
P11388	DB06420
P15121	DB08772
P31645	DB01149
P14416	DB00831
P35372	DB01439
Q92731	DB06937
P04150	DB01185
P14867	DB01159
P28222	DB14185
P42262	DB04798
P12931	DB06616
P43681	DB05740
P27487	DB07412
P11217	DB04522
O75469	DB01234
Q16539	DB07835
P24941	DB04518
P07900	DB07594
P07477	DB03081
P27338	DB08516
P36544	DB09061
O14757	DB08781
P17612	DB08114
P14867	DB01189
P47869	DB01189
P34903	DB01189
P48169	DB01189
P31644	DB01189
Q16445	DB01189
P18505	DB01189
P47870	DB01189
P28472	DB01189
O14764	DB01189
P78334	DB01189
Q8N1C3	DB01189
P18507	DB01189
Q99928	DB01189
O00591	DB01189
Q9UN88	DB01189
P35228	DB07389
P23219	DB01397
P21728	DB01608
P20309	DB00835
P00734	DB06858
Q07869	DB08231
Q12809	DB01211
P11229	DB00622
P03372	DB01645
P10275	DB04839
P08588	DB01210
P37231	DB06536
P00742	DB07974
P08912	DB11181
P35354	DB01014
P29474	DB07001
P08913	DB01018
P08908	DB01200
P46098	DB09290
P00918	DB02535
P18825	DB06694
P35968	DB12010
P47869	DB01567
P08173	DB01591
P41143	DB06230
P22303	DB03740
P35367	DB00748
P28223	DB00933
P31644	DB01567
P23975	DB01151
P35348	DB00726
P34903	DB01567
P28335	DB01186
P06401	DB11219
P08172	DB00835
P18089	DB05271
P35368	DB01136
P35462	DB06454
P18031	DB06521
P41145	DB01571
Q01959	DB01576
P07550	DB01203
P01375	DB10772
P25100	DB06144
P11388	DB06421
P31645	DB01151
P14416	DB00850
P35372	DB01444
Q92731	DB07009
P04150	DB01222
P14867	DB01174
P42262	DB04982
P12931	DB06882
P43681	DB07720
P27487	DB07465
P11217	DB04544
O75469	DB01248
Q16539	DB07941
P24941	DB04607
P07900	DB07601
P07477	DB03127
P36544	DB11726
O14757	DB12010
P17612	DB08148
P14867	DB01205
P47869	DB01205
P34903	DB01205
P48169	DB01205
P31644	DB01205
Q16445	DB01205
P18505	DB01205
P47870	DB01205
P28472	DB01205
O14764	DB01205
P78334	DB01205
Q8N1C3	DB01205
P18507	DB01205
Q99928	DB01205
O00591	DB01205
Q9UN88	DB01205
P35228	DB07405
P23219	DB01399
P21728	DB01614
P20309	DB00934
P00734	DB06859
Q07869	DB08915
Q12809	DB01218
P11229	DB00670
P03372	DB01708
P10275	DB05234
P08588	DB01214
P37231	DB06908
P00742	DB08143
P08912	DB11235
P35354	DB01041
P29474	DB07244
P08913	DB01136
P08908	DB01224
P46098	DB11699
P00918	DB02602
P18825	DB08815
P35968	DB12147
P47869	DB01588
P08173	DB01625
P41143	DB06274
P22303	DB03814
P35367	DB00751
P28223	DB00934
P31644	DB01588
P23975	DB01156
P35348	DB00734
P34903	DB01588
P28335	DB01191
P06401	DB11619
P08172	DB00907
P18089	DB05461
